"id","name","edible_portion","food_type","processing_method","ingredient_category","food_category","ingredient_category2","food_category2"
33226,"Yoghurt, flavoured, fat-free, fibre and vitamins, low-lactose",100,"Food","Industrial","Fermented milk products","Yoghurt","Milk","Milk dishes"
33245,"Yoghurt, plain, fat-free, low-lactose, with fibre and 1 ug vitamin d",100,"Food","Industrial","Fermented milk products","Yoghurt","Milk","Milk dishes"
33251,"Tilapia, oven-baked",100,"Food","Baked in oven","Fish","Fish","Fish","Fish dishes"
33263,"Rye bread snack",100,"Dish","Baked in oven","Dish","Snacks","Non-ingredient","Miscellaneous"
33264,"Curd milk, flavoured, jam, 1% fat, lactose-free, partially artificial. sweetened",100,"Food","Industrial","Fermented milk products","Cultured milks","Milk","Milk dishes"
33265,"Nut, cashew nut coated with chocolate",100,"Food","Industrial","Nuts and seeds","Snacks","Pulses and nuts","Miscellaneous"
33266,"Nut, cashew nut coated with yoghurt",100,"Food","Industrial","Nuts and seeds","Snacks","Pulses and nuts","Miscellaneous"
33267,"Banana chips coated with yoghurt",100,"Food","Industrial","Other fruits","Snacks","Fruits","Miscellaneous"
33268,"Dried pineapple coated with yoghurt",100,"Food","Industrial","Other fruits","Snacks","Fruits","Miscellaneous"
33269,"Apple chips",100,"Food","Dried","Malaceous fruit","Snacks","Fruits","Miscellaneous"
33271,"Pasta carbonara, hk via, ready meal",100,"Dish","Baked in oven","Dish","Pasta","Non-ingredient","Cereals and cereal products"
33272,"Cereal bar with chocolate, kellogg's coco pops rocks, fortified",100,"Food","Industrial","Non-chocolate confectionery","Confectionery","Sugar and confectionery","Sugar and confectionery"
33273,"Pizza, chicken pizza, atria",100,"Dish","Baked in oven","Dish","Pizza","Non-ingredient","Cereals and cereal products"
33274,"Pizza, three-cheese pizza, atria",100,"Dish","Baked in oven","Dish","Pizza","Non-ingredient","Cereals and cereal products"
33276,"Chicken and creamy vegetables casserole, snellman, ready meal",100,"Dish","Baked in oven","Dish","Poultry dishes","Non-ingredient","Meat dishes"
33278,"Salmon soup, industrial, snellman, ready meal",100,"Dish","Boiled","Dish","Fish soups","Non-ingredient","Fish dishes"
33279,"Tomato soup with goat cheese, snellman, ready meal",100,"Dish","Boiled","Dish","Vegetable soups","Non-ingredient","Vegetable dishes"
33280,"Yoghurt, flavoured, 2% fat, lactose-free, 1 ug vitamin d",100,"Food","Industrial","Fermented milk products","Yoghurt","Milk","Milk dishes"
33281,"Pork schnitzel with mashed potatoes, kokkikartano snellman, ready meal",100,"Dish","Fried","Dish","Steaks and chops","Non-ingredient","Meat dishes"
33282,"Sweet pepper, boiled without salt",100,"Dish","Boiled","Dish","Cooked vegetables","Non-ingredient","Vegetable dishes"
33284,"Yoghurt, plain, fat-free, lactose-free, 1 ug vitamin d",100,"Food","Industrial","Fermented milk products","Yoghurt","Milk","Milk dishes"
33295,"Yoghurt, plain, a+, fatfree, 1 ug vitamin d, low-lactose",100,"Food","Industrial","Fermented milk products","Yoghurt","Milk","Milk dishes"
33298,"Yoghurt with muesli, a+, fat 3.5%, low-lactose",100,"Food","Industrial","Fermented milk products","Yoghurt","Milk","Milk dishes"
33304,"Sport beverage, carbohydrate drink, dexal heavy, diluted",100,"Food","Industrial","Soft drinks","Sport drink","Beverages","Beverages"
33305,"Sport beverage, carbohydrate drink, dexal light, diluted",100,"Food","Industrial","Soft drinks","Sport drink","Beverages","Beverages"
33307,"Red curry chicken with jasmine rice, kitchen joy, ready meal",100,"Dish","Boiled","Dish","Poultry dishes","Non-ingredient","Meat dishes"
33308,"Hake, oven-baked",100,"Dish","Baked in oven","Dish","Fish","Non-ingredient","Fish dishes"
33309,"Pangasius, fillet, oven-baked",100,"Dish","Baked in oven","Dish","Fish","Non-ingredient","Fish dishes"
33310,"Pangasius, fillet, fried",100,"Dish","Fried","Dish","Fish","Non-ingredient","Fish dishes"
33311,"Hake, fried",100,"Dish","Fried","Dish","Fish","Non-ingredient","Fish dishes"
33312,"Tilapia, fried",100,"Dish","Fried","Dish","Fish","Non-ingredient","Fish dishes"
33313,"Panang curry chicken with jasmine rice, kitchen joy, ready meal",100,"Dish","Boiled","Dish","Poultry dishes","Non-ingredient","Meat dishes"
33315,"Sweet & sour chicken with jasmine rice, kitchen joy, ready meal",100,"Dish","Boiled","Dish","Poultry dishes","Non-ingredient","Meat dishes"
33316,"Pangasius, breaded, fried",100,"Dish","Fried","Dish","Fish","Non-ingredient","Fish dishes"
33317,"Sport beverage, carbohydrate drink, dexal light, concentrate",100,"Food","Industrial","Soft drinks","Sport drink","Beverages","Beverages"
33318,"Fish and rice casserole, cooking cream",100,"Dish","Baked in oven","Dish","Fish casseroles","Non-ingredient","Fish dishes"
33319,"White fish, pangasius/hake/tilapia, average",100,"Food","No treatment","Fish","Fish","Fish","Fish dishes"
33320,"White fish, pangasius/hake/tilapia, average, boiled without salt",100,"Food","Boiled","Fish","Fish","Fish","Fish dishes"
33321,"Fish vegetable soup, imported white fish",100,"Dish","Boiled","Dish","Fish soups","Non-ingredient","Fish dishes"
33323,"Sport beverage, carbohydrate drink, dexal heavy, concentrate",100,"Food","Industrial","Soft drinks","Sport drink","Beverages","Beverages"
33324,"Chicken tikka masala with jasmine rice, kitchen joy, ready meal",100,"Dish","Boiled","Dish","Poultry dishes","Non-ingredient","Meat dishes"
33329,"Red curry vegetables with jasmine rice, kitchen joy, ready meal",100,"Dish","Boiled","Dish","Vegetable dishes","Non-ingredient","Vegetable dishes"
33332,"Fish root vegetable stew, imported white fish",100,"Dish","Boiled","Dish","Fish soups","Non-ingredient","Fish dishes"
33333,"Sweet chili chicken teriyaki with jasmine rice, kitchen joy, ready meal",100,"Dish","Boiled","Dish","Poultry dishes","Non-ingredient","Meat dishes"
33334,"Sport beverage, protein drink, pro fx zero carb",100,"Food","Industrial","Soft drinks","Sport drink","Beverages","Beverages"
33337,"White fish, pangasius/hake/tilapia, average, oven-baked, without salt",100,"Food","Baked in oven","Fish","Fish","Fish","Fish dishes"
33338,"Sport beverage, carbohydrate drink, leader carbo energy",100,"Food","Industrial","Soft drinks","Sport drink","Beverages","Beverages"
33339,"Chicken fillet in honey marinade",100,"Food","Mixed","Birds","Poultry dishes","Meat","Meat dishes"
33342,"Quark, flavoured, 4.5% fat, valio rahkavaahto, lactose-free",100,"Food","Industrial","Fermented milk products","Milk desserts","Milk","Milk dishes"
33343,"Sport beverage, protein drink, leader protein 40",100,"Food","Industrial","Soft drinks","Sport drink","Beverages","Beverages"
33344,"Quark, flavoured, 2.9% fat, valio v�lipalarahka, low-lactose",100,"Food","Industrial","Fermented milk products","Milk desserts","Milk","Milk dishes"
33345,"Bun, shrove bun, whipped cream, jam and almond paste",100,"Dish","Mixed","Dish","Buns","Non-ingredient","Cereals and cereal products"
33346,"Bun, low-fat milk",100,"Dish","Baked in oven","Dish","Buns","Non-ingredient","Cereals and cereal products"
33353,"Sausage and french fries with all seasonings",100,"Dish","Fried","Dish","Sausage dishes","Non-ingredient","Meat dishes"
33355,"Sausage and french fries",100,"Dish","Fried","Dish","Sausage dishes","Non-ingredient","Meat dishes"
33356,"Yoghurt, flavoured, activia, 3% fat, low-lactose, probiotics",100,"Food","Industrial","Fermented milk products","Yoghurt","Milk","Milk dishes"
33357,"Instant coffee, powder",100,"Food","Dried","Miscellaneous ingredients","Miscellaneous ingredients","Other ingredients","Miscellaneous"
33360,"Sport beverage, carbohydrate-protein drink, pro fx recovery",100,"Food","Industrial","Soft drinks","Sport drink","Beverages","Beverages"
33363,"Chicken fillet, marinated, fried in oil",100,"Dish","Fried","Dish","Poultry dishes","Non-ingredient","Meat dishes"
33364,"Chicken fillet, marinated, oven-baked",100,"Dish","Baked in oven","Dish","Poultry dishes","Non-ingredient","Meat dishes"
33365,"Chicken fillet strips, marinated, fried",100,"Dish","Fried","Dish","Poultry dishes","Non-ingredient","Meat dishes"
33367,"Sport beverage, carbohydrate-protein drink, leader recovery",100,"Food","Industrial","Soft drinks","Sport drink","Beverages","Beverages"
33368,"Kebab with fries",100,"Dish","Fried","Dish","Meat casseroles","Non-ingredient","Meat dishes"
33370,"Kebab meat, 75% meat",100,"Dish","Grilled, broiled","Dish","Steaks and chops","Non-ingredient","Meat dishes"
33371,"Kebab with rice",100,"Dish","Fried","Dish","Meat casseroles","Non-ingredient","Meat dishes"
33372,"Sport beverage, carbohydrate-protein drink, average of products",100,"Food","Industrial","Soft drinks","Sport drink","Beverages","Beverages"
33374,"Kebab iskender",100,"Dish","Fried","Dish","Sandwiches and burgers","Non-ingredient","Cereals and cereal products"
33375,"Sport beverage, carbohydrate drink, average of products",100,"Food","Industrial","Soft drinks","Sport drink","Beverages","Beverages"
33376,"Sport beverage, protein drink, average of products",100,"Food","Industrial","Soft drinks","Sport drink","Beverages","Beverages"
33377,"Hotdog with all seasonings, grill",100,"Dish","Mixed","Dish","Sandwiches and burgers","Non-ingredient","Cereals and cereal products"
33378,"Hotdog, without seasonings, grill",100,"Dish","Mixed","Dish","Sandwiches and burgers","Non-ingredient","Cereals and cereal products"
33380,"Hamburger with sausage, with all seasonings, grill",100,"Dish","Mixed","Dish","Sandwiches and burgers","Non-ingredient","Cereals and cereal products"
33382,"Salmon, warm smoked",100,"Food","Smoked","Fish products","Other fish dishes","Fish","Fish dishes"
33383,"Deep-fried meat pasty with sausage and condiments",100,"Dish","Fried","Dish","Savoury bakery","Non-ingredient","Cereals and cereal products"
33384,"Hamburger with sausage, without seasonings, grill",100,"Dish","Mixed","Dish","Sandwiches and burgers","Non-ingredient","Cereals and cereal products"
33385,"Deep-fried meat pasty with sausage",100,"Dish","Fried","Dish","Savoury bakery","Non-ingredient","Cereals and cereal products"
33386,"Miso soup with tofu",100,"Dish","Boiled","Dish","Vegetable soups","Non-ingredient","Vegetable dishes"
33387,"Sushi nigiri with salmon, without seaweed",100,"Dish","Mixed","Dish","Other fish dishes","Non-ingredient","Fish dishes"
33389,"Sushi nigiri with crayfish tail, without seaweed",100,"Dish","Mixed","Dish","Other fish dishes","Non-ingredient","Fish dishes"
33390,"Omelette, japanese tamago",100,"Dish","Fried","Dish","Egg dishes","Non-ingredient","Egg dishes"
33391,"Sushi nigiri with omelette, tamago",100,"Dish","Mixed","Dish","Egg dishes","Non-ingredient","Egg dishes"
33392,"Sushi maki with tuna and seaweed",100,"Dish","Mixed","Dish","Other fish dishes","Non-ingredient","Fish dishes"
33394,"Sushi maki with cucumber and seaweed",100,"Dish","Mixed","Dish","Vegetable dishes","Non-ingredient","Vegetable dishes"
33395,"Mashed potato powder, rainbow",100,"Food","Dried","Potato products","Cooked potatoes","Potatoes","Potatoes"
33396,"Mashed potato powder, pirkka/felix",100,"Food","Dried","Potato products","Cooked potatoes","Potatoes","Potatoes"
33397,"Mashed potato powder, eldorado",100,"Food","Dried","Potato products","Cooked potatoes","Potatoes","Potatoes"
33398,"Mashed potatoes, mashed potato powder, water, eldorado",100,"Dish","Boiled","Dish","Cooked potatoes","Non-ingredient","Potatoes"
33399,"Mashed potatoes, mashed potato powder, water, rainbow",100,"Dish","Boiled","Dish","Cooked potatoes","Non-ingredient","Potatoes"
33400,"Mashed potatoes, mashed potato powder, water, pirkka/felix",100,"Dish","Boiled","Dish","Cooked potatoes","Non-ingredient","Potatoes"
33402,"Semolina lingonberry porridge, whipped, pirkka/saarioinen",100,"Dish","Boiled","Dish","Porridge","Non-ingredient","Cereals and cereal products"
33403,"Meal replacement, protein bar, 54 % protein",100,"Food","Industrial","Products for nutritional support","Meal replacements","Products for special nutritional use","Products for special nutritional use"
33404,"Quark, flavoured, 3% fat, danio",100,"Food","Industrial","Fermented milk products","Milk desserts","Milk","Milk dishes"
33405,"Quark, flavoured, 4.4% fat, danio stracciatella",100,"Food","Industrial","Fermented milk products","Milk desserts","Milk","Milk dishes"
33406,"Minced meat, bacon and potato casserole, hk, ready meal",100,"Dish","Baked in oven","Dish","Meat casseroles","Non-ingredient","Meat dishes"
33408,"Powan, warm smoked",100,"Food","Smoked","Fish products","Other fish dishes","Fish","Fish dishes"
33409,"Rainbow trout fillet, cold smoked",100,"Food","Smoked","Fish products","Other fish dishes","Fish","Fish dishes"
33410,"Yoghurt, flavoured, 2% fat",100,"Food","Industrial","Fermented milk products","Yoghurt","Milk","Milk dishes"
33414,"Rainbow trout, fillet, hot smoked",100,"Food","Smoked","Fish products","Other fish dishes","Fish","Fish dishes"
33415,"Fish, warm smoked, average",100,"Food","Smoked","Fish products","Other fish dishes","Fish","Fish dishes"
33419,"Rainbow trout, fillet",100,"Food","No treatment","Fish","Fish","Fish","Fish dishes"
33420,"Salmon fillet, cold smoked",100,"Food","Smoked","Fish products","Other fish dishes","Fish","Fish dishes"
33421,"Multigrain bread, low-carb, average of industrial products",100,"Dish","Baked in oven","Dish","Bread, mixed flour","Non-ingredient","Cereals and cereal products"
33424,"Mackerel, smoked",100,"Food","Smoked","Fish products","Other fish dishes","Fish","Fish dishes"
33428,"Coffee, instant, drink",100,"Food","Boiled","Coffee","Coffee","Beverages","Beverages"
33432,"Suffeli chocolate bar, waffle, toffee filling and milk chocolate",100,"Food","Industrial","Chocolate","Chocolate","Sugar and confectionery","Sugar and confectionery"
33433,"Basil, dried",100,"Food","Dried","Dried herbs","Spices","Spices","Miscellaneous"
33434,"Pudding, semolina pudding",100,"Dish","Baked in oven","Dish","Milk desserts","Non-ingredient","Milk dishes"
33436,"Rose hip, dried",100,"Food","Dried","Berries","Snacks","Fruits","Miscellaneous"
33438,"Cafe latte, unsweetened, fat-free milk",100,"Food","Mixed","Coffee","Coffee","Beverages","Beverages"
33439,"Cafe latte, unsweetened, low-fat milk",100,"Food","Mixed","Coffee","Coffee","Beverages","Beverages"
33440,"Milk, 1.5% fat, boiled",100,"Dish","Boiled","Dish","Milks >2% fat","Non-ingredient","Milk dishes"
33441,"Cappuccino, unsweetened, low-fat milk",100,"Food","Mixed","Coffee","Coffee","Beverages","Beverages"
33442,"Cafe latte, unsweetened, soy drink",100,"Food","Mixed","Coffee","Coffee","Beverages","Beverages"
33447,"Marshmallow",100,"Food","Industrial","Non-chocolate confectionery","Confectionery","Sugar and confectionery","Sugar and confectionery"
33448,"Oat porridge, oat flakes, low-fat milk, without salt",100,"Dish","Boiled","Dish","Porridge","Non-ingredient","Cereals and cereal products"
33449,"Cheese, average",100,"Food","Industrial","Cheese","Hard cheeses","Milk","Milk dishes"
33452,"Soy product, soured, plain, 2.3% fat",100,"Food","Industrial","Soya products","Yoghurt","Pulses and nuts","Milk dishes"
33454,"White sauce with cheese, low-fat milk, thickened with flour and butter",100,"Dish","Boiled","Dish","Fat sauces","Non-ingredient","Fat and fat products"
33455,"Brown gravy, no added fat",100,"Dish","Boiled","Dish","Fat sauces","Non-ingredient","Fat and fat products"
33456,"Spinach",100,"Food","No treatment","Leaf vegetables","Vegetables","Vegetables","Vegetable dishes"
33457,"Pizza, ham pizza",100,"Dish","Baked in oven","Dish","Pizza","Non-ingredient","Cereals and cereal products"
33458,"Flatbread roll with reindeer",100,"Dish","Mixed","Dish","Sandwiches and burgers","Non-ingredient","Cereals and cereal products"
33459,"Peasoup with beef steak mince",100,"Dish","Boiled","Dish","Meat soups","Non-ingredient","Meat dishes"
33460,"Sandwich, baguette, ham, subway",100,"Dish","Mixed","Dish","Sandwiches and burgers","Non-ingredient","Cereals and cereal products"
33461,"Cabbage soup with beef and carrot",100,"Dish","Boiled","Dish","Meat soups","Non-ingredient","Meat dishes"
33462,"Sandwich, baguette, tuna, subway",100,"Dish","Mixed","Dish","Sandwiches and burgers","Non-ingredient","Cereals and cereal products"
33464,"Cabbage stew with rice and soya mince",100,"Dish","Boiled","Dish","Vegetable dishes","Non-ingredient","Vegetable dishes"
33465,"Cheese, halloumi cheese, 22% fat",100,"Food","Industrial","Cheese","Processed and fresh cheeses","Milk","Milk dishes"
